27,1,0.00,196.00,141.75,476.00,1,-1,-1,-1
32,1,30.38,192.00,162.00,481.00,1,-1,-1,-1
37,1,74.25,194.00,194.06,474.00,1,-1,-1,-1
42,1,118.12,196.00,167.06,479.00,1,-1,-1,-1
50,1,189.00,182.00,160.31,487.00,1,-1,-1,-1
54,1,229.50,184.00,152.72,496.00,1,-1,-1,-1
57,1,245.53,185.00,153.56,489.00,1,-1,-1,-1
60,1,256.50,179.00,184.78,497.00,1,-1,-1,-1
63,1,287.72,192.00,162.84,472.00,1,-1,-1,-1
67,1,299.53,176.00,204.19,515.00,1,-1,-1,-1
72,1,333.28,170.00,214.31,521.00,1,-1,-1,-1
77,1,364.50,161.00,213.47,540.00,1,-1,-1,-1
81,1,391.50,160.00,203.34,549.00,1,-1,-1,-1
83,1,388.12,160.00,228.66,551.00,1,-1,-1,-1
87,1,418.50,151.00,197.44,559.00,1,-1,-1,-1
92,1,442.97,151.00,181.41,552.00,1,-1,-1,-1
97,1,441.28,149.00,195.75,557.00,1,-1,-1,-1
99,1,424.41,138.00,214.31,574.00,1,-1,-1,-1
104,1,405.00,143.00,218.53,571.00,1,-1,-1,-1
110,1,403.31,139.00,213.47,577.00,1,-1,-1,-1
115,1,382.22,134.00,212.62,582.00,1,-1,-1,-1
120,1,367.03,116.00,211.78,602.00,1,-1,-1,-1
124,1,351.00,120.00,221.06,596.00,1,-1,-1,-1
130,1,343.41,103.00,237.94,616.00,1,-1,-1,-1
135,1,341.72,94.00,227.81,623.00,1,-1,-1,-1
145,1,329.91,91.00,221.06,628.00,1,-1,-1,-1
152,1,299.53,98.00,228.66,620.00,1,-1,-1,-1
160,1,267.47,113.00,242.16,603.00,1,-1,-1,-1
168,1,259.03,131.00,195.75,586.00,1,-1,-1,-1
174,1,201.66,139.00,219.38,578.00,1,-1,-1,-1
181,1,151.03,153.00,253.97,552.00,1,-1,-1,-1
191,1,86.91,155.00,210.94,553.00,1,-1,-1,-1
197,1,62.44,169.00,200.81,540.00,1,-1,-1,-1
204,1,43.88,179.00,180.56,526.00,1,-1,-1,-1
212,1,5.06,188.00,156.09,489.00,1,-1,-1,-1
216,1,3.38,188.00,144.28,495.00,1,-1,-1,-1
219,1,1.69,194.00,138.38,475.00,1,-1,-1,-1
224,1,0.84,199.00,100.41,459.00,1,-1,-1,-1
329,2,759.38,77.00,278.44,624.00,1,-1,-1,-1
333,2,738.28,92.00,226.12,624.00,1,-1,-1,-1
335,2,706.22,92.00,235.41,626.00,1,-1,-1,-1
338,2,691.88,110.00,223.59,609.00,1,-1,-1,-1
341,2,662.34,121.00,253.12,596.00,1,-1,-1,-1
345,2,626.91,128.00,269.16,585.00,1,-1,-1,-1
349,2,593.16,123.00,236.25,585.00,1,-1,-1,-1
352,2,597.38,125.00,178.03,580.00,1,-1,-1,-1
359,2,545.06,137.00,193.22,574.00,1,-1,-1,-1
367,2,488.53,142.00,213.47,562.00,1,-1,-1,-1
372,2,491.06,153.00,181.41,533.00,1,-1,-1,-1
376,2,471.66,160.00,189.84,509.00,1,-1,-1,-1
377,2,478.41,154.00,194.91,535.00,1,-1,-1,-1
380,2,486.00,159.00,178.88,529.00,1,-1,-1,-1
386,2,476.72,170.00,178.88,506.00,1,-1,-1,-1
392,2,459.00,163.00,191.53,515.00,1,-1,-1,-1
402,2,480.94,169.00,186.47,500.00,1,-1,-1,-1
426,2,591.47,158.00,208.41,523.00,1,-1,-1,-1
428,2,597.38,164.00,205.03,522.00,1,-1,-1,-1
429,2,604.97,162.00,207.56,525.00,1,-1,-1,-1
429,1,0.00,181.00,153.56,497.00,1,-1,-1,-1
431,2,617.62,159.00,211.78,534.00,1,-1,-1,-1
431,1,2.53,184.00,153.56,512.00,1,-1,-1,-1
432,2,621.84,161.00,208.41,532.00,1,-1,-1,-1
432,1,0.84,180.00,175.50,516.00,1,-1,-1,-1
434,2,626.06,152.00,195.75,546.00,1,-1,-1,-1
434,1,4.22,169.00,190.69,519.00,1,-1,-1,-1
436,2,634.50,157.00,184.78,548.00,1,-1,-1,-1
436,1,7.59,168.00,205.03,535.00,1,-1,-1,-1
439,2,641.25,157.00,171.28,543.00,1,-1,-1,-1
439,1,21.09,169.00,207.56,525.00,1,-1,-1,-1
442,2,649.69,151.00,185.62,557.00,1,-1,-1,-1
442,1,37.97,171.00,205.03,535.00,1,-1,-1,-1
444,2,639.56,149.00,209.25,560.00,1,-1,-1,-1
444,1,47.25,173.00,205.88,535.00,1,-1,-1,-1
447,2,653.06,146.00,222.75,550.00,1,-1,-1,-1
447,1,59.91,162.00,198.28,548.00,1,-1,-1,-1
450,2,664.88,149.00,235.41,548.00,1,-1,-1,-1
450,1,81.84,162.00,199.97,551.00,1,-1,-1,-1
453,2,669.94,138.00,236.25,568.00,1,-1,-1,-1
453,1,95.34,144.00,214.31,571.00,1,-1,-1,-1
456,2,691.03,140.00,225.28,554.00,1,-1,-1,-1
456,1,109.69,147.00,219.38,559.00,1,-1,-1,-1
459,2,695.25,141.00,239.62,553.00,1,-1,-1,-1
459,1,133.31,152.00,235.41,560.00,1,-1,-1,-1
469,2,692.72,149.00,201.66,544.00,1,-1,-1,-1
469,1,190.69,137.00,217.69,579.00,1,-1,-1,-1
475,2,689.34,149.00,184.78,544.00,1,-1,-1,-1
475,1,208.41,124.00,227.81,593.00,1,-1,-1,-1
485,2,643.78,161.00,198.28,506.00,1,-1,-1,-1
485,1,216.00,116.00,219.38,603.00,1,-1,-1,-1
493,2,594.00,167.00,170.44,515.00,1,-1,-1,-1
493,1,203.34,110.00,221.06,605.00,1,-1,-1,-1
515,2,438.75,175.00,158.62,496.00,1,-1,-1,-1
515,1,222.75,111.00,206.72,606.00,1,-1,-1,-1
520,2,415.12,183.00,152.72,491.00,1,-1,-1,-1
520,1,223.59,111.00,203.34,604.00,1,-1,-1,-1
523,2,387.28,185.00,167.91,481.00,1,-1,-1,-1
523,1,224.44,105.00,197.44,614.00,1,-1,-1,-1
527,2,368.72,191.00,142.59,475.00,1,-1,-1,-1
527,1,217.69,109.00,208.41,608.00,1,-1,-1,-1
530,2,345.09,197.00,136.69,462.00,1,-1,-1,-1
530,1,226.97,108.00,212.62,608.00,1,-1,-1,-1
533,2,327.38,182.00,121.50,487.00,1,-1,-1,-1
533,1,243.84,107.00,209.25,610.00,1,-1,-1,-1
536,2,272.53,189.00,130.78,469.00,1,-1,-1,-1
536,1,265.78,106.00,192.38,612.00,1,-1,-1,-1
540,2,243.84,194.00,140.06,456.00,1,-1,-1,-1
540,1,307.12,118.00,174.66,600.00,1,-1,-1,-1
543,2,209.25,195.00,147.66,477.00,1,-1,-1,-1
543,1,308.81,116.00,185.62,600.00,1,-1,-1,-1
546,2,182.25,194.00,143.44,462.00,1,-1,-1,-1
546,1,336.66,124.00,177.19,594.00,1,-1,-1,-1
549,2,156.94,186.00,151.88,466.00,1,-1,-1,-1
549,1,365.34,115.00,162.00,601.00,1,-1,-1,-1
551,2,157.78,186.00,123.19,472.00,1,-1,-1,-1
551,1,381.38,118.00,169.59,600.00,1,-1,-1,-1
554,2,104.62,185.00,159.47,489.00,1,-1,-1,-1
554,1,397.41,116.00,181.41,602.00,1,-1,-1,-1
557,2,82.69,188.00,166.22,474.00,1,-1,-1,-1
557,1,412.59,119.00,195.75,600.00,1,-1,-1,-1
579,2,0.00,205.00,84.38,457.00,1,-1,-1,-1
579,1,562.78,89.00,267.47,630.00,1,-1,-1,-1
581,2,0.84,214.00,76.78,430.00,1,-1,-1,-1
581,1,570.38,81.00,249.75,636.00,1,-1,-1,-1
584,1,594.84,77.00,264.09,639.00,1,-1,-1,-1
587,1,641.25,75.00,228.66,643.00,1,-1,-1,-1
590,1,660.66,66.00,221.06,651.00,1,-1,-1,-1
594,1,686.81,61.00,226.12,658.00,1,-1,-1,-1
598,1,693.56,46.00,224.44,673.00,1,-1,-1,-1
601,1,693.56,36.00,256.50,682.00,1,-1,-1,-1
614,1,684.28,30.00,275.06,686.00,1,-1,-1,-1
617,1,699.47,25.00,260.72,691.00,1,-1,-1,-1
627,1,751.78,18.00,269.16,698.00,1,-1,-1,-1
637,1,878.34,6.00,192.38,712.00,1,-1,-1,-1
640,1,908.72,9.00,168.75,708.00,1,-1,-1,-1
643,1,950.06,4.00,127.41,711.00,1,-1,-1,-1
646,1,981.28,10.00,97.88,686.00,1,-1,-1,-1
