77, 1, 818.00, 163.00, 247.00, 515.00, 1, -1, -1, -1
86, 1, 761.00, 159.00, 262.00, 518.00, 1, -1, -1, -1
95, 1, 735.00, 154.00, 219.00, 537.00, 1, -1, -1, -1
101, 1, 722.00, 158.00, 209.00, 527.00, 1, -1, -1, -1
116, 1, 696.00, 138.00, 175.00, 551.00, 1, -1, -1, -1
131, 1, 633.00, 134.00, 194.00, 568.00, 1, -1, -1, -1
131, 2, 23.00, 109.00, 274.00, 581.00, 1, -1, -1, -1
146, 1, 584.00, 134.00, 232.00, 558.00, 1, -1, -1, -1
146, 2, 94.00, 115.00, 208.00, 565.00, 1, -1, -1, -1
180, 1, 659.00, 112.00, 252.00, 570.00, 1, -1, -1, -1
180, 2, 264.00, 165.00, 207.00, 520.00, 1, -1, -1, -1
202, 1, 802.00, 95.00, 260.00, 576.00, 1, -1, -1, -1
202, 2, 152.00, 156.00, 276.00, 509.00, 1, -1, -1, -1
281, 1, 417.00, 107.00, 252.00, 576.00, 1, -1, -1, -1
281, 2, 318.00, 154.00, 210.00, 533.00, 1, -1, -1, -1
289, 1, 419.00, 102.00, 264.00, 576.00, 1, -1, -1, -1
289, 2, 299.00, 126.00, 251.00, 592.00, 1, -1, -1, -1
303, 1, 425.00, 110.00, 255.00, 576.00, 1, -1, -1, -1
303, 2, 347.00, 121.00, 243.00, 583.00, 1, -1, -1, -1
309, 1, 439.00, 122.00, 212.00, 560.00, 1, -1, -1, -1
309, 2, 386.00, 126.00, 232.00, 573.00, 1, -1, -1, -1
318, 1, 390.00, 124.00, 264.00, 576.00, 1, -1, -1, -1
318, 2, 429.00, 171.00, 168.00, 522.00, 1, -1, -1, -1
324, 1, 365.00, 120.00, 264.00, 576.00, 1, -1, -1, -1
324, 2, 402.00, 202.00, 187.00, 473.00, 1, -1, -1, -1
331, 1, 295.00, 136.00, 264.00, 572.00, 1, -1, -1, -1
331, 2, 492.00, 175.00, 276.00, 496.00, 1, -1, -1, -1
337, 1, 292.00, 157.00, 173.00, 575.00, 1, -1, -1, -1
337, 2, 587.00, 166.00, 158.00, 506.00, 1, -1, -1, -1
358, 1, 223.00, 352.00, 166.00, 230.00, 1, -1, -1, -1
358, 2, 635.00, 180.00, 241.00, 490.00, 1, -1, -1, -1
369, 1, 223.00, 352.00, 166.00, 230.00, 1, -1, -1, -1
369, 2, 655.00, 188.00, 184.00, 490.00, 1, -1, -1, -1
399, 1, 218.00, 118.00, 212.00, 563.00, 1, -1, -1, -1
399, 2, 516.00, 184.00, 238.00, 481.00, 1, -1, -1, -1
419, 1, 376.00, 197.00, 163.00, 494.00, 1, -1, -1, -1
419, 2, 437.00, 189.00, 225.00, 456.00, 1, -1, -1, -1
424, 1, 419.00, 183.00, 175.00, 512.00, 1, -1, -1, -1
424, 2, 436.00, 162.00, 242.00, 530.00, 1, -1, -1, -1
430, 1, 410.00, 115.00, 264.00, 576.00, 1, -1, -1, -1
430, 2, 436.00, 210.00, 226.00, 452.00, 1, -1, -1, -1
437, 1, 442.00, 150.00, 259.00, 555.00, 1, -1, -1, -1
437, 2, 466.00, 225.00, 231.00, 442.00, 1, -1, -1, -1
442, 1, 470.00, 159.00, 260.00, 558.00, 1, -1, -1, -1
442, 2, 429.00, 136.00, 240.00, 571.00, 1, -1, -1, -1
449, 1, 498.00, 181.00, 264.00, 521.00, 1, -1, -1, -1
449, 2, 460.00, 142.00, 232.00, 561.00, 1, -1, -1, -1
459, 1, 521.00, 207.00, 264.00, 455.00, 1, -1, -1, -1
459, 2, 500.00, 191.00, 209.00, 472.00, 1, -1, -1, -1
476, 1, 527.00, 353.00, 246.00, 160.00, 1, -1, -1, -1
476, 2, 524.00, 190.00, 184.00, 472.00, 1, -1, -1, -1
483, 1, 527.00, 353.00, 246.00, 160.00, 1, -1, -1, -1
483, 2, 476.00, 190.00, 235.00, 472.00, 1, -1, -1, -1
507, 1, 527.00, 353.00, 246.00, 160.00, 1, -1, -1, -1
507, 2, 376.00, 189.00, 194.00, 467.00, 1, -1, -1, -1
519, 1, 527.00, 353.00, 246.00, 160.00, 1, -1, -1, -1
519, 2, 376.00, 188.00, 201.00, 462.00, 1, -1, -1, -1
544, 1, 505.00, 110.00, 264.00, 576.00, 1, -1, -1, -1
544, 2, 362.00, 159.00, 258.00, 523.00, 1, -1, -1, -1
578, 1, 415.00, 135.00, 264.00, 575.00, 1, -1, -1, -1
578, 2, 290.00, 132.00, 274.00, 571.00, 1, -1, -1, -1
596, 1, 440.00, 115.00, 210.00, 571.00, 1, -1, -1, -1
596, 2, 210.00, 194.00, 269.00, 467.00, 1, -1, -1, -1
618, 1, 546.00, 116.00, 202.00, 576.00, 1, -1, -1, -1
618, 2, 217.00, 200.00, 205.00, 460.00, 1, -1, -1, -1
742, 1, 411.00, 143.00, 207.00, 576.00, 1, -1, -1, -1
742, 2, 149.00, 192.00, 218.00, 469.00, 1, -1, -1, -1
806, 1, 240.00, 126.00, 235.00, 572.00, 1, -1, -1, -1
806, 2, 10.00, 185.00, 276.00, 470.00, 1, -1, -1, -1
826, 1, 190.00, 122.00, 264.00, 565.00, 1, -1, -1, -1
826, 2, 88.00, 139.00, 235.00, 575.00, 1, -1, -1, -1
